Player,MP-Standard Stats,Starts-Standard Stats,Min-Standard Stats,90s-Standard Stats,Gls-Standard Stats,Ast-Standard Stats,G+A-Standard Stats,G-PK-Standard Stats,PK-Standard Stats,PKatt-Standard Stats,CrdY-Standard Stats,CrdR-Standard Stats,xG-Standard Stats,npxG-Standard Stats,xAG-Standard Stats,npxG+xAG-Standard Stats,PrgC-Standard Stats,PrgP-Standard Stats,PrgR-Standard Stats,Gls.1-Standard Stats,Ast.1-Standard Stats,G+A.1-Standard Stats,G-PK.1-Standard Stats,G+A-PK-Standard Stats,xG.1-Standard Stats,xAG.1-Standard Stats,xG+xAG-Standard Stats,npxG.1-Standard Stats,npxG+xAG.1-Standard Stats,90s-Miscellaneous Stats,CrdY-Miscellaneous Stats,CrdR-Miscellaneous Stats,2CrdY-Miscellaneous Stats,Fls-Miscellaneous Stats,Fld-Miscellaneous Stats,Off-Miscellaneous Stats,Crs-Miscellaneous Stats,Int-Miscellaneous Stats,TklW-Miscellaneous Stats,PKwon-Miscellaneous Stats,PKcon-Miscellaneous Stats,OG-Miscellaneous Stats,Recov-Miscellaneous Stats,Won-Miscellaneous Stats,Lost-Miscellaneous Stats,Won%-Miscellaneous Stats,90s-Shooting,Gls-Shooting,Sh-Shooting,SoT-Shooting,SoT%-Shooting,Sh/90-Shooting,SoT/90-Shooting,G/Sh-Shooting,G/SoT-Shooting,Dist-Shooting,FK-Shooting,PK-Shooting,PKatt-Shooting,xG-Shooting,npxG-Shooting,npxG/Sh-Shooting,G-xG-Shooting,np:G-xG-Shooting,90s-Goal and Shot Creation,SCA-Goal and Shot Creation,SCA90-Goal and Shot Creation,PassLive-Goal and Shot Creation,PassDead-Goal and Shot Creation,TO-Goal and Shot Creation,Sh-Goal and Shot Creation,Fld-Goal and Shot Creation,Def-Goal and Shot Creation,GCA-Goal and Shot Creation,GCA90-Goal and Shot Creation,PassLive.1-Goal and Shot Creation,PassDead.1-Goal and Shot Creation,TO.1-Goal and Shot Creation,Sh.1-Goal and Shot Creation,Fld.1-Goal and Shot Creation,Def.1-Goal and Shot Creation,90s-Passing,Cmp-Passing,Att-Passing,Cmp%-Passing,TotDist-Passing,PrgDist-Passing,Cmp.1-Passing,Att.1-Passing,Cmp%.1-Passing,Cmp.2-Passing,Att.2-Passing,Cmp%.2-Passing,Cmp.3-Passing,Att.3-Passing,Cmp%.3-Passing,Ast-Passing,xAG-Passing,xA-Passing,A-xAG-Passing,KP-Passing,1/3-Passing,PPA-Passing,CrsPA-Passing,PrgP-Passing,90s-Pass Types,Att-Pass Types,Live-Pass Types,Dead-Pass Types,FK-Pass Types,TB-Pass Types,Sw-Pass Types,Crs-Pass Types,TI-Pass Types,CK-Pass Types,In-Pass Types,Out-Pass Types,Str-Pass Types,Cmp-Pass Types,Off-Pass Types,Blocks-Pass Types,MP-Playing Time,Min-Playing Time,Mn/MP-Playing Time,Min%-Playing Time,90s-Playing Time,Starts-Playing Time,Mn/Start-Playing Time,Compl-Playing Time,Subs-Playing Time,Mn/Sub-Playing Time,unSub-Playing Time,PPM-Playing Time,onG-Playing Time,onGA-Playing Time,+/--Playing Time,+/-90-Playing Time,On-Off-Playing Time,onxG-Playing Time,onxGA-Playing Time,xG+/--Playing Time,xG+/-90-Playing Time,On-Off.1-Playing Time,90s-Defensive Actions,Tkl-Defensive Actions,TklW-Defensive Actions,Def 3rd-Defensive Actions,Mid 3rd-Defensive Actions,Att 3rd-Defensive Actions,Tkl.1-Defensive Actions,Att-Defensive Actions,Tkl%-Defensive Actions,Lost-Defensive Actions,Blocks-Defensive Actions,Sh-Defensive Actions,Pass-Defensive Actions,Int-Defensive Actions,Tkl+Int-Defensive Actions,Clr-Defensive Actions,Err-Defensive Actions
Fausto Vera,27.0,25.0,2185.0,24.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,0.4,2.2,23.0,91.0,28.0,0.08,0.0,0.08,0.08,0.08,0.08,0.02,0.09,0.08,0.09,24.3,3,0,0,36,16,0,13,21,24,0.0,0.0,1,95.0,23.0,17.0,57.5,24.3,2,45,9,20.0,1.85,0.37,0.04,0.22,25.0,0.0,0,0,1.8,1.8,0.04,0.2,0.2,24.3,40.0,1.65,30.0,0.0,3.0,7.0,0.0,0.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,24.3,975.0,1142.0,85.4,16137.0,4309.0,490.0,549.0,89.3,412.0,459.0,89.8,57.0,90.0,63.3,0,0.4,0.8,-0.4,12.0,85.0,7.0,3.0,91.0,24.3,1142.0,1121.0,16.0,12.0,0.0,11.0,13,2.0,1.0,0.0,0.0,0.0,975.0,5.0,13.0,27.0,2185.0,81.0,47.6,24.3,25.0,85.0,20.0,2.0,33.0,1,1.33,24.0,26.0,-2.0,-0.08,-0.31,27.0,27.7,-0.7,-0.03,-0.34,24.3,50.0,24,21.0,22.0,7.0,28.0,53.0,52.8,25.0,31.0,14.0,17.0,21,71,46.0,1.0
Júnior Alonso,19.0,19.0,1676.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,0.8,31.0,95.0,9.0,0.05,0.0,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04,18.6,2,0,0,22,2,0,11,26,15,0.0,0.0,0,78.0,68.0,38.0,64.2,18.6,1,8,2,25.0,0.43,0.11,0.13,0.5,14.8,0.0,0,0,0.4,0.4,0.05,0.6,0.6,18.6,27.0,1.45,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,18.6,1122.0,1320.0,85.0,22492.0,7357.0,367.0,404.0,90.8,599.0,664.0,90.2,150.0,226.0,66.4,0,0.3,0.6,-0.3,7.0,97.0,4.0,0.0,95.0,18.6,1320.0,1268.0,49.0,24.0,2.0,12.0,11,23.0,0.0,0.0,0.0,0.0,1122.0,3.0,15.0,19.0,1676.0,88.0,36.5,18.6,19.0,88.0,17.0,0.0,,1,1.58,25.0,19.0,6.0,0.32,0.38,25.1,18.4,6.6,0.36,0.32,18.6,27.0,15,13.0,13.0,1.0,15.0,31.0,48.4,16.0,17.0,10.0,7.0,26,53,75.0,0.0
Igor Gomes,29.0,18.0,1577.0,17.5,1.0,3.0,4.0,0.0,1.0,1.0,8.0,0.0,2.1,1.3,1.5,2.8,23.0,97.0,78.0,0.06,0.17,0.23,0.0,0.17,0.12,0.08,0.21,0.08,0.16,17.5,8,0,0,27,27,0,49,10,14,0.0,1.0,0,86.0,12.0,16.0,42.9,17.5,1,14,4,28.6,0.8,0.23,0.0,0.0,22.9,1.0,1,1,2.1,1.3,0.1,-1.1,-1.3,17.5,58.0,3.31,48.0,5.0,2.0,0.0,3.0,0.0,7.0,0.4,6.0,0.0,0.0,0.0,1.0,0.0,17.5,670.0,835.0,80.2,11518.0,3300.0,310.0,353.0,87.8,272.0,305.0,89.2,66.0,125.0,52.8,3,1.5,1.8,1.5,25.0,74.0,13.0,4.0,97.0,17.5,835.0,783.0,48.0,21.0,3.0,7.0,49,5.0,22.0,11.0,8.0,0.0,670.0,4.0,18.0,29.0,1577.0,54.0,34.4,17.5,18.0,69.0,5.0,11.0,31.0,20,1.34,26.0,30.0,-4.0,-0.23,-0.47,20.2,20.8,-0.6,-0.03,-0.28,17.5,21.0,14,11.0,7.0,3.0,7.0,19.0,36.8,12.0,22.0,0.0,22.0,10,31,10.0,0.0
Deyverson,23.0,17.0,1383.0,15.4,6.0,2.0,8.0,6.0,0.0,1.0,5.0,0.0,4.9,4.0,1.6,5.7,4.0,17.0,64.0,0.39,0.13,0.52,0.39,0.52,0.32,0.11,0.42,0.26,0.37,15.4,5,0,0,16,31,12,2,0,3,1.0,0.0,0,41.0,56.0,54.0,50.9,15.4,6,26,12,46.2,1.69,0.78,0.23,0.5,12.5,0.0,0,1,4.9,4.0,0.16,1.1,2.0,15.4,22.0,1.43,17.0,0.0,1.0,1.0,3.0,0.0,5.0,0.33,3.0,0.0,1.0,0.0,1.0,0.0,15.4,186.0,306.0,60.8,2942.0,481.0,86.0,128.0,67.2,81.0,124.0,65.3,13.0,30.0,43.3,2,1.6,1.0,0.4,8.0,10.0,5.0,1.0,17.0,15.4,306.0,275.0,29.0,1.0,1.0,1.0,2,2.0,0.0,0.0,0.0,0.0,186.0,2.0,11.0,23.0,1383.0,60.0,30.1,15.4,17.0,73.0,0.0,6.0,24.0,2,1.26,18.0,14.0,4.0,0.26,0.26,18.1,17.5,0.6,0.04,-0.16,15.4,10.0,3,1.0,5.0,4.0,1.0,3.0,33.3,2.0,8.0,2.0,6.0,0,10,20.0,0.0
Federico Zaracho,23.0,17.0,1277.0,14.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,0.7,1.8,13.0,51.0,61.0,0.14,0.0,0.14,0.14,0.14,0.08,0.05,0.13,0.08,0.13,14.2,3,0,0,17,19,2,9,14,19,0.0,0.0,0,59.0,18.0,21.0,46.2,14.2,2,17,5,29.4,1.2,0.35,0.12,0.4,19.0,0.0,0,0,1.2,1.2,0.07,0.8,0.8,14.2,35.0,2.47,26.0,2.0,1.0,2.0,3.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,14.2,518.0,602.0,86.0,7729.0,1436.0,275.0,302.0,91.1,197.0,218.0,90.4,25.0,39.0,64.1,0,0.7,1.1,-0.7,12.0,43.0,5.0,0.0,51.0,14.2,602.0,584.0,16.0,8.0,0.0,4.0,9,7.0,1.0,1.0,0.0,0.0,518.0,2.0,11.0,23.0,1277.0,56.0,27.8,14.2,17.0,66.0,2.0,6.0,26.0,3,1.57,19.0,19.0,0.0,0.0,-0.11,15.2,14.3,0.8,0.06,-0.13,14.2,30.0,19,13.0,12.0,5.0,13.0,33.0,39.4,20.0,17.0,1.0,16.0,14,44,9.0,0.0
Rubens,21.0,15.0,1223.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,1.4,2.5,18.0,28.0,66.0,0.07,0.07,0.15,0.07,0.15,0.08,0.11,0.19,0.08,0.18,13.6,4,1,1,16,14,8,48,22,42,1.0,1.0,0,45.0,26.0,18.0,59.1,13.6,1,20,4,20.0,1.47,0.29,0.05,0.25,17.6,0.0,0,0,1.1,1.1,0.05,-0.1,-0.1,13.6,37.0,2.72,30.0,0.0,4.0,1.0,1.0,1.0,4.0,0.29,3.0,0.0,0.0,1.0,0.0,0.0,13.6,436.0,597.0,73.0,7483.0,2230.0,211.0,245.0,86.1,183.0,238.0,76.9,37.0,81.0,45.7,1,1.4,1.6,-0.4,17.0,24.0,16.0,11.0,28.0,13.6,597.0,514.0,82.0,6.0,0.0,6.0,48,76.0,0.0,0.0,0.0,0.0,436.0,1.0,19.0,21.0,1223.0,58.0,26.6,13.6,15.0,74.0,7.0,6.0,19.0,6,1.05,17.0,18.0,-1.0,-0.07,-0.21,17.8,16.6,1.2,0.09,-0.09,13.6,60.0,42,37.0,17.0,6.0,24.0,40.0,60.0,16.0,15.0,2.0,13.0,22,82,60.0,0.0
Lyanco,18.0,14.0,1191.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.2,0.2,0.3,0.5,12.0,61.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,13.2,10,1,1,28,11,1,17,27,18,0.0,1.0,0,63.0,17.0,27.0,38.6,13.2,0,5,0,0.0,0.38,0.0,0.0,,24.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,13.2,12.0,0.91,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,13.2,645.0,760.0,84.9,12412.0,4247.0,224.0,244.0,91.8,333.0,366.0,91.0,81.0,132.0,61.4,0,0.3,0.3,-0.3,6.0,63.0,7.0,2.0,61.0,13.2,760.0,699.0,58.0,22.0,0.0,12.0,17,36.0,0.0,0.0,0.0,0.0,645.0,3.0,4.0,18.0,1191.0,66.0,25.9,13.2,14.0,80.0,11.0,4.0,17.0,5,1.67,16.0,14.0,2.0,0.15,0.1,16.6,15.3,1.4,0.1,-0.06,13.2,25.0,18,11.0,13.0,1.0,13.0,21.0,61.9,8.0,18.0,11.0,7.0,27,52,58.0,1.0
Bernard,21.0,15.0,1188.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,2.1,2.7,31.0,73.0,83.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,13.2,2,0,0,25,14,1,41,7,17,0.0,0.0,0,61.0,0.0,5.0,0.0,13.2,0,8,0,0.0,0.61,0.0,0.0,,21.7,1.0,0,0,0.6,0.6,0.07,-0.6,-0.6,13.2,53.0,4.02,46.0,4.0,3.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,13.2,510.0,619.0,82.4,8009.0,2014.0,264.0,298.0,88.6,196.0,229.0,85.6,34.0,55.0,61.8,0,2.1,1.8,-2.1,30.0,54.0,17.0,3.0,73.0,13.2,619.0,583.0,33.0,8.0,0.0,2.0,41,6.0,19.0,9.0,4.0,0.0,510.0,3.0,11.0,21.0,1188.0,57.0,25.9,13.2,15.0,69.0,2.0,6.0,27.0,0,1.19,13.0,17.0,-4.0,-0.3,-0.51,18.3,14.0,4.3,0.32,0.23,13.2,31.0,17,11.0,17.0,3.0,15.0,34.0,44.1,19.0,12.0,2.0,10.0,7,38,10.0,0.0
Alisson,25.0,9.0,1138.0,12.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.1,3.1,1.7,4.8,58.0,44.0,152.0,0.16,0.0,0.16,0.16,0.16,0.24,0.13,0.38,0.24,0.38,12.6,1,0,0,21,33,1,51,7,20,0.0,0.0,0,64.0,11.0,13.0,45.8,12.6,2,37,11,29.7,2.93,0.87,0.05,0.18,18.8,1.0,0,0,3.1,3.1,0.08,-1.1,-1.1,12.6,51.0,4.03,29.0,5.0,5.0,3.0,8.0,1.0,2.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,12.6,387.0,515.0,75.1,7016.0,1636.0,188.0,215.0,87.4,144.0,183.0,78.7,45.0,90.0,50.0,0,1.7,1.9,-1.7,17.0,20.0,18.0,5.0,44.0,12.6,515.0,472.0,42.0,4.0,0.0,18.0,51,22.0,16.0,9.0,2.0,0.0,387.0,1.0,8.0,25.0,1138.0,46.0,24.8,12.6,9.0,81.0,4.0,16.0,26.0,8,1.28,20.0,21.0,-1.0,-0.08,-0.21,19.4,12.9,6.5,0.52,0.49,12.6,27.0,20,12.0,5.0,10.0,9.0,18.0,50.0,9.0,9.0,1.0,8.0,7,34,5.0,0.0
Cadu,25.0,13.0,1107.0,12.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.1,2.1,0.2,2.3,13.0,18.0,74.0,0.24,0.0,0.24,0.24,0.24,0.17,0.01,0.19,0.17,0.19,12.3,2,0,0,28,28,3,9,9,20,0.0,0.0,0,30.0,21.0,31.0,40.4,12.3,3,17,7,41.2,1.38,0.57,0.18,0.43,12.3,0.0,0,0,2.1,2.1,0.13,0.9,0.9,12.3,21.0,1.71,12.0,1.0,1.0,2.0,5.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,12.3,233.0,290.0,80.3,2916.0,463.0,156.0,178.0,87.6,60.0,75.0,80.0,3.0,7.0,42.9,0,0.2,0.6,-0.2,6.0,15.0,2.0,0.0,18.0,12.3,290.0,273.0,15.0,1.0,0.0,0.0,9,3.0,0.0,0.0,0.0,0.0,233.0,2.0,8.0,25.0,1107.0,44.0,24.1,12.3,13.0,72.0,1.0,12.0,14.0,11,1.4,17.0,20.0,-3.0,-0.24,-0.42,15.6,14.6,1.0,0.08,-0.09,12.3,30.0,20,10.0,13.0,7.0,10.0,20.0,50.0,10.0,8.0,1.0,7.0,9,39,11.0,0.0
Matheus Mendes,13.0,12.0,1087.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1,0,0,0,3,0,0,0,0,0.0,0.0,0,13.0,2.0,0.0,100.0,12.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,12.1,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,276.0,331.0,83.4,6074.0,4275.0,84.0,85.0,98.8,119.0,123.0,96.7,57.0,107.0,53.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.1,331.0,238.0,93.0,14.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,13.0,1087.0,84.0,23.7,12.1,12.0,90.0,12.0,1.0,7.0,36,1.36,17.0,22.0,-5.0,-0.41,-0.34,18.1,16.7,1.4,0.12,0.15,12.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,10.0,0.0
Eduardo Vargas,29.0,8.0,1021.0,11.3,9.0,3.0,12.0,7.0,2.0,2.0,3.0,0.0,6.7,5.1,1.5,6.6,19.0,43.0,86.0,0.79,0.26,1.06,0.62,0.88,0.59,0.13,0.72,0.45,0.58,11.3,3,0,0,11,28,9,5,5,9,4.0,0.0,0,48.0,19.0,24.0,44.2,11.3,9,37,13,35.1,3.26,1.15,0.19,0.54,13.2,0.0,2,2,6.7,5.1,0.14,2.3,1.9,11.3,44.0,3.88,31.0,0.0,3.0,3.0,7.0,0.0,9.0,0.79,3.0,0.0,0.0,1.0,5.0,0.0,11.3,257.0,312.0,82.4,4202.0,895.0,131.0,154.0,85.1,105.0,119.0,88.2,18.0,23.0,78.3,3,1.5,1.4,1.5,18.0,25.0,10.0,1.0,43.0,11.3,312.0,302.0,10.0,1.0,0.0,4.0,5,3.0,0.0,0.0,0.0,0.0,257.0,0.0,10.0,29.0,1021.0,35.0,22.2,11.3,8.0,74.0,3.0,21.0,20.0,5,1.31,21.0,23.0,-2.0,-0.18,-0.33,19.2,12.6,6.6,0.58,0.55,11.3,12.0,9,4.0,8.0,0.0,4.0,8.0,50.0,4.0,10.0,1.0,9.0,5,17,8.0,0.0
Igor Rabello,19.0,10.0,1006.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.3,0.6,2.0,23.0,3.0,0.0,0.09,0.09,0.0,0.09,0.03,0.02,0.05,0.03,0.05,11.2,3,1,0,14,5,1,1,15,11,0.0,1.0,0,38.0,40.0,24.0,62.5,11.2,0,7,1,14.3,0.63,0.09,0.0,0.0,14.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,11.2,10.0,0.9,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,558.0,648.0,86.1,10439.0,3403.0,198.0,222.0,89.2,315.0,347.0,90.8,40.0,70.0,57.1,1,0.3,0.2,0.7,5.0,24.0,1.0,0.0,23.0,11.2,648.0,625.0,22.0,21.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,558.0,1.0,1.0,19.0,1006.0,53.0,21.9,11.2,10.0,78.0,7.0,9.0,26.0,28,1.58,13.0,14.0,-1.0,-0.09,-0.22,13.3,12.0,1.3,0.11,-0.05,11.2,20.0,11,8.0,12.0,0.0,11.0,17.0,64.7,6.0,14.0,8.0,6.0,15,35,64.0,0.0
Brahian Palacios,21.0,8.0,837.0,9.3,2.0,3.0,5.0,1.0,1.0,1.0,5.0,0.0,2.5,1.7,1.1,2.8,42.0,23.0,111.0,0.22,0.32,0.54,0.11,0.43,0.27,0.12,0.38,0.18,0.3,9.3,5,0,0,18,12,3,34,6,11,2.0,0.0,0,38.0,4.0,12.0,25.0,9.3,2,30,16,53.3,3.23,1.72,0.03,0.06,22.4,2.0,1,1,2.5,1.7,0.06,-0.5,-0.7,9.3,32.0,3.44,20.0,1.0,5.0,3.0,3.0,0.0,7.0,0.75,4.0,0.0,0.0,1.0,2.0,0.0,9.3,273.0,341.0,80.1,3867.0,1118.0,160.0,181.0,88.4,95.0,120.0,79.2,7.0,20.0,35.0,3,1.1,1.2,1.9,12.0,10.0,15.0,7.0,23.0,9.3,341.0,316.0,24.0,4.0,0.0,0.0,34,15.0,5.0,2.0,1.0,0.0,273.0,1.0,7.0,21.0,837.0,40.0,18.2,9.3,8.0,73.0,0.0,13.0,19.0,20,1.36,18.0,17.0,1.0,0.11,0.04,14.9,12.2,2.7,0.29,0.17,9.3,16.0,11,6.0,4.0,6.0,8.0,20.0,40.0,12.0,14.0,0.0,14.0,6,22,10.0,0.0
Mariano,14.0,8.0,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.2,1.2,13.0,57.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,8.9,5,1,1,7,6,0,19,5,13,0.0,1.0,0,41.0,8.0,5.0,61.5,8.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,8.9,24.0,2.7,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,506.0,626.0,80.8,9495.0,4214.0,202.0,225.0,89.8,234.0,269.0,87.0,64.0,116.0,55.2,0,1.2,1.2,-1.2,14.0,62.0,13.0,5.0,57.0,8.9,626.0,537.0,87.0,15.0,2.0,4.0,19,72.0,0.0,0.0,0.0,0.0,506.0,2.0,6.0,14.0,800.0,57.0,17.4,8.9,8.0,81.0,6.0,6.0,25.0,26,1.33,17.0,13.0,4.0,0.45,0.45,13.0,10.8,2.3,0.26,0.13,8.9,20.0,13,11.0,7.0,2.0,11.0,20.0,55.0,9.0,3.0,1.0,2.0,5,25,23.0,0.0
Jemerson,7.0,7.0,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4,0,0,10,5,0,2,9,2,0.0,0.0,0,23.0,18.0,9.0,66.7,5.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,5.9,3.0,0.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,404.0,457.0,88.4,7145.0,2432.0,172.0,181.0,95.0,190.0,208.0,91.3,37.0,55.0,67.3,0,0.0,0.1,0.0,1.0,42.0,2.0,1.0,31.0,5.9,457.0,440.0,15.0,15.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,404.0,2.0,3.0,7.0,530.0,76.0,11.5,5.9,7.0,76.0,4.0,0.0,,2,2.0,12.0,5.0,7.0,1.19,1.26,6.8,5.6,1.2,0.2,0.06,5.9,5.0,2,4.0,1.0,0.0,3.0,4.0,75.0,1.0,8.0,5.0,3.0,9,14,15.0,0.0
Paulo Vitor,13.0,6.0,529.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,7.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,5.9,4,0,0,13,5,0,0,2,9,0.0,0.0,0,29.0,10.0,8.0,55.6,5.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,5.9,11.0,1.87,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,197.0,251.0,78.5,3368.0,808.0,93.0,104.0,89.4,79.0,95.0,83.2,20.0,37.0,54.1,0,0.2,0.1,-0.2,3.0,16.0,2.0,0.0,20.0,5.9,251.0,245.0,6.0,4.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,197.0,0.0,7.0,13.0,529.0,41.0,11.5,5.9,6.0,69.0,1.0,7.0,17.0,22,1.46,6.0,10.0,-4.0,-0.68,-0.59,5.6,8.3,-2.6,-0.44,-0.54,5.9,22.0,9,9.0,11.0,2.0,12.0,21.0,57.1,9.0,10.0,0.0,10.0,2,24,14.0,0.0
Rômulo,9.0,5.0,507.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.5,0.5,0.6,1.1,11.0,35.0,4.0,0.18,0.0,0.18,0.18,0.18,0.09,0.1,0.19,0.09,0.19,5.6,4,1,1,10,1,0,4,9,9,0.0,0.0,0,24.0,12.0,5.0,70.6,5.6,1,7,1,14.3,1.24,0.18,0.14,1.0,20.9,0.0,0,0,0.5,0.5,0.07,0.5,0.5,5.6,10.0,1.78,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,5.6,279.0,344.0,81.1,4696.0,1618.0,143.0,157.0,91.1,110.0,136.0,80.9,23.0,44.0,52.3,0,0.6,0.2,-0.6,4.0,28.0,6.0,1.0,35.0,5.6,344.0,324.0,19.0,4.0,0.0,3.0,4,15.0,0.0,0.0,0.0,0.0,279.0,1.0,3.0,9.0,507.0,56.0,11.0,5.6,5.0,74.0,2.0,4.0,34.0,19,1.34,10.0,13.0,-3.0,-0.53,-0.69,7.9,9.0,-1.2,-0.21,-0.4,5.6,14.0,9,8.0,5.0,1.0,8.0,12.0,66.7,4.0,8.0,3.0,5.0,9,23,25.0,0.0
Mauricio Lemos,9.0,6.0,472.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,6.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,5.2,3,0,0,12,2,2,2,4,2,0.0,0.0,0,16.0,14.0,8.0,63.6,5.2,0,4,0,0.0,0.76,0.0,0.0,,22.5,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,5.2,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,295.0,345.0,85.5,6049.0,1970.0,90.0,100.0,90.0,161.0,177.0,91.0,44.0,64.0,68.8,0,0.1,0.1,-0.1,1.0,32.0,0.0,0.0,22.0,5.2,345.0,322.0,22.0,7.0,0.0,5.0,2,15.0,0.0,0.0,0.0,0.0,295.0,1.0,2.0,9.0,472.0,52.0,10.3,5.2,6.0,69.0,3.0,3.0,19.0,15,1.67,5.0,5.0,0.0,0.0,-0.09,5.7,4.2,1.5,0.29,0.15,5.2,4.0,2,2.0,2.0,0.0,1.0,4.0,25.0,3.0,5.0,3.0,2.0,4,8,16.0,0.0
